state,year,online_crime,number_of_cases,financial_losses_rm,number_of_victims,age_group,gender
Johor,2023,Love scam,,,10,31-40,female
Johor,2023,Love scam,,,25,41-50,female
Johor,2023,Love scam,,,15,51-60,female
Johor,2023,Love scam,,,7,>=61,female
Johor,2023,e-Commerce,,,53,15-20,female
Johor,2023,e-Commerce,,,229,21-30,female
Johor,2023,e-Commerce,,,150,31-40,female
Johor,2023,e-Commerce,,,94,41-50,female
Johor,2023,e-Commerce,,,39,51-60,female
Johor,2023,e-Commerce,,,5,>=61,female
Kedah,2021,Love scam,,,3,15-20,female
Kedah,2021,Love scam,,,18,21-30,female
Kedah,2021,Love scam,,,22,31-40,female
Kedah,2021,Love scam,,,15,41-50,female
Kedah,2021,Love scam,,,12,51-60,female
Kedah,2021,Love scam,,,9,>=61,female
Kedah,2021,e-Commerce,,,39,15-20,female
Kedah,2021,e-Commerce,,,128,21-30,female
Kedah,2021,e-Commerce,,,64,31-40,female
Kedah,2021,e-Commerce,,,39,41-50,female
Kedah,2021,e-Commerce,,,10,51-60,female
Kedah,2021,e-Commerce,,,1,>=61,female
Kedah,2022,Love scam,,,0,15-20,female
Kedah,2022,Love scam,,,17,21-30,female
Kedah,2022,Love scam,,,5,31-40,female
Kedah,2022,Love scam,,,7,41-50,female
Kedah,2022,Love scam,,,10,51-60,female
Kedah,2022,Love scam,,,4,>=61,female
Kedah,2022,e-Commerce,,,41,15-20,female
Kedah,2022,e-Commerce,,,143,21-30,female
Kedah,2022,e-Commerce,,,82,31-40,female
Kedah,2022,e-Commerce,,,33,41-50,female
Kedah,2022,e-Commerce,,,9,51-60,female
Kedah,2022,e-Commerce,,,2,>=61,female
Kedah,2023,Love scam,,,4,15-20,female
Kedah,2023,Love scam,,,10,21-30,female
Kedah,2023,Love scam,,,20,31-40,female
Kedah,2023,Love scam,,,19,41-50,female
Kedah,2023,Love scam,,,10,51-60,female
Kedah,2023,Love scam,,,4,>=61,female
Kedah,2023,e-Commerce,,,20,15-20,female
Kedah,2023,e-Commerce,,,115,21-30,female
Kedah,2023,e-Commerce,,,94,31-40,female
Kedah,2023,e-Commerce,,,39,41-50,female
Kedah,2023,e-Commerce,,,9,51-60,female
Kedah,2023,e-Commerce,,,5,>=61,female
Kelantan,2021,Love scam,,,3,15-20,female
Kelantan,2021,Love scam,,,15,21-30,female
Kelantan,2021,Love scam,,,10,31-40,female
Kelantan,2021,Love scam,,,5,41-50,female
Kelantan,2021,Love scam,,,7,51-60,female
Kelantan,2021,Love scam,,,2,>=61,female
Kelantan,2021,e-Commerce,,,36,15-20,female
Kelantan,2021,e-Commerce,,,77,21-30,female
Kelantan,2021,e-Commerce,,,46,31-40,female
Kelantan,2021,e-Commerce,,,16,41-50,female
Kelantan,2021,e-Commerce,,,4,51-60,female
Kelantan,2021,e-Commerce,,,0,>=61,female
Kelantan,2022,Love scam,,,0,15-20,female
Kelantan,2022,Love scam,,,6,21-30,female
Kelantan,2022,Love scam,,,6,31-40,female
Kelantan,2022,Love scam,,,4,41-50,female
Kelantan,2022,Love scam,,,5,51-60,female
Kelantan,2022,Love scam,,,2,>=61,female
Kelantan,2022,e-Commerce,,,31,15-20,female
Kelantan,2022,e-Commerce,,,77,21-30,female
Kelantan,2022,e-Commerce,,,43,31-40,female
Kelantan,2022,e-Commerce,,,24,41-50,female
Kelantan,2022,e-Commerce,,,7,51-60,female
Kelantan,2022,e-Commerce,,,2,>=61,female
Kelantan,2023,Love scam,,,2,15-20,female
Kelantan,2023,Love scam,,,4,21-30,female
Kelantan,2023,Love scam,,,6,31-40,female
Kelantan,2023,Love scam,,,5,41-50,female
Kelantan,2023,Love scam,,,3,51-60,female
Kelantan,2023,Love scam,,,4,>=61,female
Kelantan,2023,e-Commerce,,,8,15-20,female
Kelantan,2023,e-Commerce,,,70,21-30,female
Kelantan,2023,e-Commerce,,,46,31-40,female
Kelantan,2023,e-Commerce,,,19,41-50,female
Kelantan,2023,e-Commerce,,,8,51-60,female
Kelantan,2023,e-Commerce,,,1,>=61,female
Melaka,2021,Love scam,,,1,15-20,female
Melaka,2021,Love scam,,,12,21-30,female
Melaka,2021,Love scam,,,13,31-40,female
Melaka,2021,Love scam,,,21,41-50,female
Melaka,2021,Love scam,,,8,51-60,female
Melaka,2021,Love scam,,,7,>=61,female
Melaka,2021,e-Commerce,,,29,15-20,female
Melaka,2021,e-Commerce,,,74,21-30,female
Melaka,2021,e-Commerce,,,46,31-40,female
Melaka,2021,e-Commerce,,,17,41-50,female
Melaka,2021,e-Commerce,,,6,51-60,female
Melaka,2021,e-Commerce,,,0,>=61,female
Melaka,2022,Love scam,,,0,15-20,female
Melaka,2022,Love scam,,,16,21-30,female
Melaka,2022,Love scam,,,9,31-40,female
Melaka,2022,Love scam,,,12,41-50,female
Melaka,2022,Love scam,,,6,51-60,female
Melaka,2022,Love scam,,,2,>=61,female
Melaka,2022,e-Commerce,,,26,15-20,female
Melaka,2022,e-Commerce,,,122,21-30,female
Melaka,2022,e-Commerce,,,67,31-40,female
Melaka,2022,e-Commerce,,,36,41-50,female
Melaka,2022,e-Commerce,,,10,51-60,female
Melaka,2022,e-Commerce,,,1,>=61,female
Melaka,2023,Love scam,,,3,15-20,female
Melaka,2023,Love scam,,,7,21-30,female
Melaka,2023,Love scam,,,10,31-40,female
Melaka,2023,Love scam,,,5,41-50,female
Melaka,2023,Love scam,,,5,51-60,female
Melaka,2023,Love scam,,,6,>=61,female
Melaka,2023,e-Commerce,,,17,15-20,female
Melaka,2023,e-Commerce,,,94,21-30,female
Melaka,2023,e-Commerce,,,66,31-40,female
Melaka,2023,e-Commerce,,,43,41-50,female
Melaka,2023,e-Commerce,,,19,51-60,female
Melaka,2023,e-Commerce,,,2,>=61,female
Negeri Sembilan,2021,Love scam,,,3,15-20,female
Negeri Sembilan,2021,Love scam,,,27,21-30,female
Negeri Sembilan,2021,Love scam,,,34,31-40,female
Negeri Sembilan,2021,Love scam,,,12,41-50,female
Negeri Sembilan,2021,Love scam,,,12,51-60,female
Negeri Sembilan,2021,Love scam,,,6,>=61,female
Negeri Sembilan,2021,e-Commerce,,,68,15-20,female
Negeri Sembilan,2021,e-Commerce,,,194,21-30,female
Negeri Sembilan,2021,e-Commerce,,,131,31-40,female
Negeri Sembilan,2021,e-Commerce,,,71,41-50,female
Negeri Sembilan,2021,e-Commerce,,,16,51-60,female
Negeri Sembilan,2021,e-Commerce,,,4,>=61,female
Negeri Sembilan,2022,Love scam,,,4,15-20,female
Negeri Sembilan,2022,Love scam,,,14,21-30,female
Negeri Sembilan,2022,Love scam,,,16,31-40,female
Negeri Sembilan,2022,Love scam,,,14,41-50,female
Negeri Sembilan,2022,Love scam,,,6,51-60,female
Negeri Sembilan,2022,Love scam,,,5,>=61,female
Negeri Sembilan,2022,e-Commerce,,,48,15-20,female
Negeri Sembilan,2022,e-Commerce,,,141,21-30,female
Negeri Sembilan,2022,e-Commerce,,,116,31-40,female
Negeri Sembilan,2022,e-Commerce,,,80,41-50,female
Negeri Sembilan,2022,e-Commerce,,,26,51-60,female
Negeri Sembilan,2022,e-Commerce,,,6,>=61,female
Negeri Sembilan,2023,Love scam,,,3,15-20,female
Negeri Sembilan,2023,Love scam,,,10,21-30,female
Negeri Sembilan,2023,Love scam,,,11,31-40,female
Negeri Sembilan,2023,Love scam,,,18,41-50,female
Negeri Sembilan,2023,Love scam,,,12,51-60,female
Negeri Sembilan,2023,Love scam,,,11,>=61,female
Negeri Sembilan,2023,e-Commerce,,,50,15-20,female
Negeri Sembilan,2023,e-Commerce,,,173,21-30,female
Negeri Sembilan,2023,e-Commerce,,,141,31-40,female
Negeri Sembilan,2023,e-Commerce,,,78,41-50,female
Negeri Sembilan,2023,e-Commerce,,,37,51-60,female
Negeri Sembilan,2023,e-Commerce,,,6,>=61,female
Pahang,2021,Love scam,,,12,15-20,female
Pahang,2021,Love scam,,,13,21-30,female
Pahang,2021,Love scam,,,18,31-40,female
Pahang,2021,Love scam,,,19,41-50,female
Pahang,2021,Love scam,,,10,51-60,female
Pahang,2021,Love scam,,,1,>=61,female
Pahang,2021,e-Commerce,,,47,15-20,female
Pahang,2021,e-Commerce,,,139,21-30,female
Pahang,2021,e-Commerce,,,71,31-40,female
Pahang,2021,e-Commerce,,,30,41-50,female
Pahang,2021,e-Commerce,,,11,51-60,female
Pahang,2021,e-Commerce,,,2,>=61,female
Pahang,2022,Love scam,,,2,15-20,female
Pahang,2022,Love scam,,,20,21-30,female
Pahang,2022,Love scam,,,12,31-40,female
Pahang,2022,Love scam,,,12,41-50,female
Pahang,2022,Love scam,,,4,51-60,female
Pahang,2022,Love scam,,,5,>=61,female
Pahang,2022,e-Commerce,,,42,15-20,female
Pahang,2022,e-Commerce,,,175,21-30,female
Pahang,2022,e-Commerce,,,107,31-40,female
Pahang,2022,e-Commerce,,,48,41-50,female
Pahang,2022,e-Commerce,,,15,51-60,female
Pahang,2022,e-Commerce,,,4,>=61,female
Pahang,2023,Love scam,,,3,15-20,female
Pahang,2023,Love scam,,,13,21-30,female
Pahang,2023,Love scam,,,13,31-40,female
Pahang,2023,Love scam,,,13,41-50,female
Pahang,2023,Love scam,,,2,51-60,female
Pahang,2023,Love scam,,,9,>=61,female
Pahang,2023,e-Commerce,,,39,15-20,female
Pahang,2023,e-Commerce,,,134,21-30,female
Pahang,2023,e-Commerce,,,120,31-40,female
Pahang,2023,e-Commerce,,,49,41-50,female
Pahang,2023,e-Commerce,,,19,51-60,female
Pahang,2023,e-Commerce,,,3,>=61,female
Pulau Pinang,2021,Love scam,,,5,15-20,female
Pulau Pinang,2021,Love scam,,,30,21-30,female
Pulau Pinang,2021,Love scam,,,20,31-40,female
Pulau Pinang,2021,Love scam,,,20,41-50,female
Pulau Pinang,2021,Love scam,,,19,51-60,female
Pulau Pinang,2021,Love scam,,,10,>=61,female
Pulau Pinang,2021,e-Commerce,,,57,15-20,female
Pulau Pinang,2021,e-Commerce,,,221,21-30,female
Pulau Pinang,2021,e-Commerce,,,104,31-40,female
Pulau Pinang,2021,e-Commerce,,,55,41-50,female
Pulau Pinang,2021,e-Commerce,,,15,51-60,female
Pulau Pinang,2021,e-Commerce,,,5,>=61,female
Pulau Pinang,2022,Love scam,,,1,15-20,female
Pulau Pinang,2022,Love scam,,,5,21-30,female
Pulau Pinang,2022,Love scam,,,7,31-40,female
Pulau Pinang,2022,Love scam,,,11,41-50,female
Pulau Pinang,2022,Love scam,,,9,51-60,female
Pulau Pinang,2022,Love scam,,,8,>=61,female
Pulau Pinang,2022,e-Commerce,,,44,15-20,female
Pulau Pinang,2022,e-Commerce,,,234,21-30,female
Pulau Pinang,2022,e-Commerce,,,113,31-40,female
Pulau Pinang,2022,e-Commerce,,,77,41-50,female
Pulau Pinang,2022,e-Commerce,,,17,51-60,female
Pulau Pinang,2022,e-Commerce,,,5,>=61,female
Pulau Pinang,2023,Love scam,,,1,15-20,female
Pulau Pinang,2023,Love scam,,,18,21-30,female
Pulau Pinang,2023,Love scam,,,10,31-40,female
Pulau Pinang,2023,Love scam,,,13,41-50,female
Pulau Pinang,2023,Love scam,,,8,51-60,female
Pulau Pinang,2023,Love scam,,,9,>=61,female
Pulau Pinang,2023,e-Commerce,,,40,15-20,female
Pulau Pinang,2023,e-Commerce,,,225,21-30,female
Pulau Pinang,2023,e-Commerce,,,139,31-40,female
Pulau Pinang,2023,e-Commerce,,,76,41-50,female
Pulau Pinang,2023,e-Commerce,,,33,51-60,female
Pulau Pinang,2023,e-Commerce,,,8,>=61,female
Perak,2021,Love scam,,,5,15-20,female
Perak,2021,Love scam,,,17,21-30,female
Perak,2021,Love scam,,,16,31-40,female
Perak,2021,Love scam,,,21,41-50,female
Perak,2021,Love scam,,,6,51-60,female
Perak,2021,Love scam,,,10,>=61,female
Perak,2021,e-Commerce,,,53,15-20,female
Perak,2021,e-Commerce,,,121,21-30,female
Perak,2021,e-Commerce,,,70,31-40,female
Perak,2021,e-Commerce,,,42,41-50,female
Perak,2021,e-Commerce,,,6,51-60,female
Perak,2021,e-Commerce,,,3,>=61,female
Perak,2022,Love scam,,,3,15-20,female
Perak,2022,Love scam,,,11,21-30,female
Perak,2022,Love scam,,,8,31-40,female
Perak,2022,Love scam,,,11,41-50,female
Perak,2022,Love scam,,,10,51-60,female
Perak,2022,Love scam,,,7,>=61,female
Perak,2022,e-Commerce,,,45,15-20,female
Perak,2022,e-Commerce,,,138,21-30,female
Perak,2022,e-Commerce,,,87,31-40,female
Perak,2022,e-Commerce,,,45,41-50,female
Perak,2022,e-Commerce,,,20,51-60,female
Perak,2022,e-Commerce,,,4,>=61,female
Perak,2023,Love scam,,,1,15-20,female
Perak,2023,Love scam,,,7,21-30,female
Perak,2023,Love scam,,,11,31-40,female
Perak,2023,Love scam,,,8,41-50,female
Perak,2023,Love scam,,,5,51-60,female
Perak,2023,Love scam,,,7,>=61,female
Perak,2023,e-Commerce,,,38,15-20,female
Perak,2023,e-Commerce,,,152,21-30,female
Perak,2023,e-Commerce,,,86,31-40,female
Perak,2023,e-Commerce,,,54,41-50,female
Perak,2023,e-Commerce,,,30,51-60,female
Perak,2023,e-Commerce,,,4,>=61,female
Perlis,2021,Love scam,,,0,15-20,female
Perlis,2021,Love scam,,,5,21-30,female
Perlis,2021,Love scam,,,6,31-40,female
Perlis,2021,Love scam,,,7,41-50,female
Perlis,2021,Love scam,,,4,51-60,female
Perlis,2021,Love scam,,,0,>=61,female
Perlis,2021,e-Commerce,,,10,15-20,female
Perlis,2021,e-Commerce,,,30,21-30,female
Perlis,2021,e-Commerce,,,15,31-40,female
Perlis,2021,e-Commerce,,,15,41-50,female
Perlis,2021,e-Commerce,,,4,51-60,female
Perlis,2021,e-Commerce,,,0,>=61,female
Perlis,2022,Love scam,,,0,15-20,female
Perlis,2022,Love scam,,,5,21-30,female
Perlis,2022,Love scam,,,2,31-40,female
Perlis,2022,Love scam,,,2,41-50,female
Perlis,2022,Love scam,,,0,51-60,female
Perlis,2022,Love scam,,,1,>=61,female
Perlis,2022,e-Commerce,,,20,15-20,female
Perlis,2022,e-Commerce,,,40,21-30,female
Perlis,2022,e-Commerce,,,23,31-40,female
Perlis,2022,e-Commerce,,,5,41-50,female
Perlis,2022,e-Commerce,,,4,51-60,female
Perlis,2022,e-Commerce,,,0,>=61,female
Perlis,2023,Love scam,,,1,15-20,female
Perlis,2023,Love scam,,,2,21-30,female
Perlis,2023,Love scam,,,3,31-40,female
Perlis,2023,Love scam,,,1,41-50,female
Perlis,2023,Love scam,,,0,51-60,female
Perlis,2023,Love scam,,,0,>=61,female
Perlis,2023,e-Commerce,,,8,15-20,female
Perlis,2023,e-Commerce,,,11,21-30,female
Perlis,2023,e-Commerce,,,19,31-40,female
Perlis,2023,e-Commerce,,,16,41-50,female
Perlis,2023,e-Commerce,,,1,51-60,female
Perlis,2023,e-Commerce,,,0,>=61,female
Selangor,2021,Love scam,,,1,15-20,female
Selangor,2021,Love scam,,,42,21-30,female
Selangor,2021,Love scam,,,50,31-40,female
Selangor,2021,Love scam,,,35,41-50,female
Selangor,2021,Love scam,,,24,51-60,female
Selangor,2021,Love scam,,,9,>=61,female
Selangor,2021,e-Commerce,,,58,15-20,female
Selangor,2021,e-Commerce,,,229,21-30,female
Selangor,2021,e-Commerce,,,165,31-40,female
Selangor,2021,e-Commerce,,,79,41-50,female
Selangor,2021,e-Commerce,,,25,51-60,female
Selangor,2021,e-Commerce,,,4,>=61,female
Selangor,2022,Love scam,,,2,15-20,female
Selangor,2022,Love scam,,,17,21-30,female
Selangor,2022,Love scam,,,18,31-40,female
Selangor,2022,Love scam,,,22,41-50,female
Selangor,2022,Love scam,,,10,51-60,female
Selangor,2022,Love scam,,,7,>=61,female
Selangor,2022,e-Commerce,,,39,15-20,female
Selangor,2022,e-Commerce,,,276,21-30,female
Selangor,2022,e-Commerce,,,197,31-40,female
Selangor,2022,e-Commerce,,,119,41-50,female
Selangor,2022,e-Commerce,,,55,51-60,female
Selangor,2022,e-Commerce,,,4,>=61,female
Selangor,2023,Love scam,,,0,15-20,female
Selangor,2023,Love scam,,,16,21-30,female
Selangor,2023,Love scam,,,30,31-40,female
Selangor,2023,Love scam,,,28,41-50,female
Selangor,2023,Love scam,,,15,51-60,female
Selangor,2023,Love scam,,,20,>=61,female
Selangor,2023,e-Commerce,,,96,15-20,female
Selangor,2023,e-Commerce,,,427,21-30,female
Selangor,2023,e-Commerce,,,327,31-40,female
Selangor,2023,e-Commerce,,,209,41-50,female
Selangor,2023,e-Commerce,,,77,51-60,female
Selangor,2023,e-Commerce,,,41,>=61,female
Terengganu,2021,Love scam,,,7,15-20,female
Terengganu,2021,Love scam,,,13,21-30,female
Terengganu,2021,Love scam,,,19,31-40,female
Terengganu,2021,Love scam,,,20,41-50,female
Terengganu,2021,Love scam,,,13,51-60,female
Terengganu,2021,Love scam,,,0,>=61,female
Terengganu,2021,e-Commerce,,,40,15-20,female
Terengganu,2021,e-Commerce,,,104,21-30,female
Terengganu,2021,e-Commerce,,,51,31-40,female
Terengganu,2021,e-Commerce,,,19,41-50,female
Terengganu,2021,e-Commerce,,,7,51-60,female
Terengganu,2021,e-Commerce,,,0,>=61,female
Terengganu,2022,Love scam,,,1,15-20,female
Terengganu,2022,Love scam,,,10,21-30,female
Terengganu,2022,Love scam,,,8,31-40,female
Terengganu,2022,Love scam,,,5,41-50,female
Terengganu,2022,Love scam,,,6,51-60,female
Terengganu,2022,Love scam,,,0,>=61,female
Terengganu,2022,e-Commerce,,,25,15-20,female
Terengganu,2022,e-Commerce,,,76,21-30,female
Terengganu,2022,e-Commerce,,,65,31-40,female
Terengganu,2022,e-Commerce,,,29,41-50,female
Terengganu,2022,e-Commerce,,,10,51-60,female
Terengganu,2022,e-Commerce,,,1,>=61,female
Terengganu,2023,Love scam,,,3,15-20,female
Terengganu,2023,Love scam,,,11,21-30,female
Terengganu,2023,Love scam,,,11,31-40,female
Terengganu,2023,Love scam,,,8,41-50,female
Terengganu,2023,Love scam,,,2,51-60,female
Terengganu,2023,Love scam,,,1,>=61,female
Terengganu,2023,e-Commerce,,,15,15-20,female
Terengganu,2023,e-Commerce,,,77,21-30,female
Terengganu,2023,e-Commerce,,,54,31-40,female
Terengganu,2023,e-Commerce,,,33,41-50,female
Terengganu,2023,e-Commerce,,,6,51-60,female
Terengganu,2023,e-Commerce,,,0,>=61,female
Sabah,2021,Love scam,,,0,15-20,female
Sabah,2021,Love scam,,,6,21-30,female
Sabah,2021,Love scam,,,18,31-40,female
Sabah,2021,Love scam,,,9,41-50,female
Sabah,2021,Love scam,,,3,51-60,female
Sabah,2021,Love scam,,,4,>=61,female
Sabah,2021,e-Commerce,,,15,15-20,female
Sabah,2021,e-Commerce,,,86,21-30,female
Sabah,2021,e-Commerce,,,52,31-40,female
Sabah,2021,e-Commerce,,,24,41-50,female
Sabah,2021,e-Commerce,,,13,51-60,female
Sabah,2021,e-Commerce,,,1,>=61,female
Sabah,2022,Love scam,,,0,15-20,female
Sabah,2022,Love scam,,,6,21-30,female
Sabah,2022,Love scam,,,2,31-40,female
Sabah,2022,Love scam,,,0,41-50,female
Sabah,2022,Love scam,,,2,51-60,female
Sabah,2022,Love scam,,,2,>=61,female
Sabah,2022,e-Commerce,,,10,15-20,female
Sabah,2022,e-Commerce,,,79,21-30,female
Sabah,2022,e-Commerce,,,75,31-40,female
Sabah,2022,e-Commerce,,,24,41-50,female
Sabah,2022,e-Commerce,,,12,51-60,female
Sabah,2022,e-Commerce,,,5,>=61,female
Sabah,2023,Love scam,,,1,15-20,female
Sabah,2023,Love scam,,,6,21-30,female
Sabah,2023,Love scam,,,8,31-40,female
Sabah,2023,Love scam,,,7,41-50,female
Sabah,2023,Love scam,,,2,51-60,female
Sabah,2023,Love scam,,,4,>=61,female
Sabah,2023,e-Commerce,,,19,15-20,female
Sabah,2023,e-Commerce,,,109,21-30,female
Sabah,2023,e-Commerce,,,106,31-40,female
Sabah,2023,e-Commerce,,,47,41-50,female
Sabah,2023,e-Commerce,,,21,51-60,female
Sabah,2023,e-Commerce,,,6,>=61,female
Sarawak,2021,Love scam,,,5,15-20,female
Sarawak,2021,Love scam,,,27,21-30,female
Sarawak,2021,Love scam,,,20,31-40,female
Sarawak,2021,Love scam,,,18,41-50,female
Sarawak,2021,Love scam,,,10,51-60,female
Sarawak,2021,Love scam,,,5,>=61,female
Sarawak,2021,e-Commerce,,,45,15-20,female
Sarawak,2021,e-Commerce,,,149,21-30,female
Sarawak,2021,e-Commerce,,,88,31-40,female
Sarawak,2021,e-Commerce,,,54,41-50,female
Sarawak,2021,e-Commerce,,,10,51-60,female
Sarawak,2021,e-Commerce,,,5,>=61,female
Sarawak,2022,Love scam,,,1,15-20,female
Sarawak,2022,Love scam,,,5,21-30,female
Sarawak,2022,Love scam,,,7,31-40,female
Sarawak,2022,Love scam,,,12,41-50,female
Sarawak,2022,Love scam,,,6,51-60,female
Sarawak,2022,Love scam,,,5,>=61,female
Sarawak,2022,e-Commerce,,,52,15-20,female
Sarawak,2022,e-Commerce,,,164,21-30,female
Sarawak,2022,e-Commerce,,,116,31-40,female
Sarawak,2022,e-Commerce,,,48,41-50,female
Sarawak,2022,e-Commerce,,,17,51-60,female
Sarawak,2022,e-Commerce,,,7,>=61,female
Sarawak,2023,Love scam,,,1,15-20,female
Sarawak,2023,Love scam,,,8,21-30,female
Sarawak,2023,Love scam,,,5,31-40,female
Sarawak,2023,Love scam,,,14,41-50,female
Sarawak,2023,Love scam,,,13,51-60,female
Sarawak,2023,Love scam,,,1,>=61,female
Sarawak,2023,e-Commerce,,,35,15-20,female
Sarawak,2023,e-Commerce,,,132,21-30,female
Sarawak,2023,e-Commerce,,,121,31-40,female
Sarawak,2023,e-Commerce,,,73,41-50,female
Sarawak,2023,e-Commerce,,,36,51-60,female
Sarawak,2023,e-Commerce,,,4,>=61,female
W.P. Kuala Lumpur,2021,Love scam,,,1,15-20,female
W.P. Kuala Lumpur,2021,Love scam,,,50,21-30,female
W.P. Kuala Lumpur,2021,Love scam,,,58,31-40,female
W.P. Kuala Lumpur,2021,Love scam,,,43,41-50,female
W.P. Kuala Lumpur,2021,Love scam,,,18,51-60,female
W.P. Kuala Lumpur,2021,Love scam,,,19,>=61,female
W.P. Kuala Lumpur,2021,e-Commerce,,,48,15-20,female
W.P. Kuala Lumpur,2021,e-Commerce,,,241,21-30,female
W.P. Kuala Lumpur,2021,e-Commerce,,,131,31-40,female
W.P. Kuala Lumpur,2021,e-Commerce,,,78,41-50,female
W.P. Kuala Lumpur,2021,e-Commerce,,,21,51-60,female
W.P. Kuala Lumpur,2021,e-Commerce,,,4,>=61,female
W.P. Kuala Lumpur,2022,Love scam,,,2,15-20,female
W.P. Kuala Lumpur,2022,Love scam,,,31,21-30,female
W.P. Kuala Lumpur,2022,Love scam,,,17,31-40,female
W.P. Kuala Lumpur,2022,Love scam,,,23,41-50,female
W.P. Kuala Lumpur,2022,Love scam,,,11,51-60,female
W.P. Kuala Lumpur,2022,Love scam,,,7,>=61,female
W.P. Kuala Lumpur,2022,e-Commerce,,,64,15-20,female
W.P. Kuala Lumpur,2022,e-Commerce,,,352,21-30,female
W.P. Kuala Lumpur,2022,e-Commerce,,,251,31-40,female
W.P. Kuala Lumpur,2022,e-Commerce,,,107,41-50,female
W.P. Kuala Lumpur,2022,e-Commerce,,,38,51-60,female
W.P. Kuala Lumpur,2022,e-Commerce,,,7,>=61,female
W.P. Kuala Lumpur,2023,Love scam,,,1,15-20,female
W.P. Kuala Lumpur,2023,Love scam,,,20,21-30,female
W.P. Kuala Lumpur,2023,Love scam,,,23,31-40,female
W.P. Kuala Lumpur,2023,Love scam,,,21,41-50,female
W.P. Kuala Lumpur,2023,Love scam,,,16,51-60,female
W.P. Kuala Lumpur,2023,Love scam,,,15,>=61,female
W.P. Kuala Lumpur,2023,e-Commerce,,,55,15-20,female
W.P. Kuala Lumpur,2023,e-Commerce,,,256,21-30,female
W.P. Kuala Lumpur,2023,e-Commerce,,,189,31-40,female
W.P. Kuala Lumpur,2023,e-Commerce,,,115,41-50,female
W.P. Kuala Lumpur,2023,e-Commerce,,,39,51-60,female
W.P. Kuala Lumpur,2023,e-Commerce,,,13,>=61,female
Johor,2021,Non-existent loans,,,16,15-20,female
Johor,2021,Non-existent loans,,,94,21-30,female
Johor,2021,Non-existent loans,,,66,31-40,female
Johor,2021,Non-existent loans,,,39,41-50,female
Johor,2021,Non-existent loans,,,14,51-60,female
Johor,2021,Non-existent loans,,,2,>=61,female
Johor,2021,Non-existent investments,,,7,15-20,female
Johor,2021,Non-existent investments,,,50,21-30,female
Johor,2021,Non-existent investments,,,42,31-40,female
Johor,2021,Non-existent investments,,,27,41-50,female
Johor,2021,Non-existent investments,,,22,51-60,female
Johor,2021,Non-existent investments,,,5,>=61,female
Johor,2022,Non-existent loans,,,4,15-20,female
Johor,2022,Non-existent loans,,,69,21-30,female
Johor,2022,Non-existent loans,,,37,31-40,female
Johor,2022,Non-existent loans,,,17,41-50,female
Johor,2022,Non-existent loans,,,5,51-60,female
Johor,2022,Non-existent loans,,,2,>=61,female
Johor,2022,Non-existent investments,,,5,15-20,female
Johor,2022,Non-existent investments,,,40,21-30,female
Johor,2022,Non-existent investments,,,47,31-40,female
Johor,2022,Non-existent investments,,,34,41-50,female
Johor,2022,Non-existent investments,,,23,51-60,female
Johor,2022,Non-existent investments,,,12,>=61,female
Johor,2023,Non-existent loans,,,11,15-20,female
Johor,2023,Non-existent loans,,,103,21-30,female
Johor,2023,Non-existent loans,,,63,31-40,female
Johor,2023,Non-existent loans,,,38,41-50,female
Johor,2023,Non-existent loans,,,17,51-60,female
Johor,2023,Non-existent loans,,,4,>=61,female
Johor,2023,Non-existent investments,,,7,15-20,female
Johor,2023,Non-existent investments,,,65,21-30,female
Johor,2023,Non-existent investments,,,90,31-40,female
Johor,2023,Non-existent investments,,,67,41-50,female
Johor,2023,Non-existent investments,,,50,51-60,female
Johor,2023,Non-existent investments,,,33,>=61,female
Kedah,2021,Non-existent loans,,,10,15-20,female
Kedah,2021,Non-existent loans,,,63,21-30,female
Kedah,2021,Non-existent loans,,,44,31-40,female
Kedah,2021,Non-existent loans,,,15,41-50,female
Kedah,2021,Non-existent loans,,,8,51-60,female
Kedah,2021,Non-existent loans,,,1,>=61,female
Kedah,2021,Non-existent investments,,,4,15-20,female
Kedah,2021,Non-existent investments,,,22,21-30,female
Kedah,2021,Non-existent investments,,,26,31-40,female
Kedah,2021,Non-existent investments,,,16,41-50,female
Kedah,2021,Non-existent investments,,,4,51-60,female
Kedah,2021,Non-existent investments,,,4,>=61,female
Kedah,2022,Non-existent loans,,,8,15-20,female
Kedah,2022,Non-existent loans,,,60,21-30,female
Kedah,2022,Non-existent loans,,,26,31-40,female
Kedah,2022,Non-existent loans,,,14,41-50,female
Kedah,2022,Non-existent loans,,,5,51-60,female
Kedah,2022,Non-existent loans,,,1,>=61,female
Kedah,2022,Non-existent investments,,,1,15-20,female
Kedah,2022,Non-existent investments,,,30,21-30,female
Kedah,2022,Non-existent investments,,,45,31-40,female
Kedah,2022,Non-existent investments,,,27,41-50,female
Kedah,2022,Non-existent investments,,,12,51-60,female
Kedah,2022,Non-existent investments,,,6,>=61,female
Kedah,2023,Non-existent loans,,,7,15-20,female
Kedah,2023,Non-existent loans,,,60,21-30,female
Kedah,2023,Non-existent loans,,,43,31-40,female
Kedah,2023,Non-existent loans,,,21,41-50,female
Kedah,2023,Non-existent loans,,,11,51-60,female
Kedah,2023,Non-existent loans,,,4,>=61,female
Kedah,2023,Non-existent investments,,,5,15-20,female
Kedah,2023,Non-existent investments,,,29,21-30,female
Kedah,2023,Non-existent investments,,,53,31-40,female
